WellNumbersId|StateWellId|WellReportTrackingNumber|USGSSiteNumber|TCEQSourceId|GCDWellNumber|OwnerWellNumber|PreviousWellNumber|OtherWellNumber|PluggingReportTrackingNumber|CreatedDate|LastUpdateDate
13301|119233|||G0150309F||||||2016-07-21|2017-05-10
13302|119780|||G0150275A||well #1 (Bldg 104)||||2016-07-21|2017-05-10
13303|49166|||||||||2016-07-21|2017-05-10
13304|110434|||G0200529A||1||||2016-07-21|2017-05-10
13305|20825|||G0190055B||#3 (Victory)||||2016-07-21|2017-05-10
13306|109160|||G0200471A||||||2016-07-21|2017-05-10
13307|109243|||G0200179A||1||||2016-07-21|2017-05-10
13308|110454|||G0200033C||3||||2016-07-21|2017-05-10
13309|109266|||G0200152C||3||||2016-07-21|2017-05-10
13310|109598|||G0200252A||1||||2016-07-21|2017-05-10
13311|109223|||G0200303B||2||||2016-07-21|2017-05-10
13312|117756|||G0150541C||BSR #3||||2016-07-21|2017-05-10
13313|59843|||G1550059B|M-390|#2 Bosque County well||||2016-07-21|2019-05-01
13314|117779|||G0150458A||2||||2016-07-21|2017-05-10
13315|110305|||G0200046C||3||||2016-07-21|2017-05-10
13316|20862|||G0190071B||2||||2016-07-21|2017-05-10
13317|119863|||G0150249O||007WP2||||2016-07-21|2017-05-10
13318|133033|||G0200543E||29||||2016-07-21|2017-05-10
13319|110368|||G0200006B||3||||2016-07-21|2017-05-10
13320|118532|||G0150353A||1||||2016-07-21|2017-05-10
13321|116511|||G0460019Z||Stallion Estates #1||||2016-07-21|2016-07-21
13322|132990|||G0200232D||Plant B well #9||||2016-07-21|2017-05-10
13323|116611|||G0460019J||Canyon Lake Acres System|||85070|2016-07-21|2018-04-18
13324|109564|||G0200426C||3||||2016-07-21|2017-05-10
13325|133042|||G0200619A||1||||2016-07-21|2017-05-10
13326|109255|||G0200001F||#8 (Willis & N. Taylor)||||2016-07-21|2017-05-10
13327|117745|||G0150270E||5||||2016-07-21|2017-05-10
13328|109942|||G0200284D||4||||2016-07-21|2017-05-10
13329|110397|||G0200004A||new well #1 (Parkwood/ Barbara St.)||||2016-07-21|2017-05-10
13330|20868|||G0190030B||2||||2016-07-21|2017-05-10
13331|109902|||G0200276A||1||||2016-07-21|2017-05-10
13332|108528|||G0200457A||||||2016-07-21|2017-05-10
13333|117513|||G0150399E||Country Estates #1||||2016-07-21|2017-05-10
13334|109109|||G0200563A||1||||2016-07-21|2017-05-10
13335|117519|||G0150399G||Mountain Top Well||||2016-07-21|2017-05-10
13336|117768|||G0150517A||||||2016-07-21|2017-05-10
13337|119929|||G0150416A||Loop Cold Storage well #1||||2016-07-21|2017-05-10
13338|21000|||G0190062B||2||||2016-07-21|2017-05-10
13339|60413|||G0140163A||1||||2016-07-21|2017-05-10
13340|109693|||G0200489A||1||||2016-07-21|2017-05-10
13341|118349|||G0150508A||||||2016-07-21|2017-05-10
13342|122594|||G2320001A||||||2016-07-21|2016-07-21
13343|133079|||G0200027A||1||||2016-07-21|2017-05-10
13344|49152|||||Old well #1||||2016-07-21|2017-05-10
13345|88780|||G0160001D||4||||2016-07-21|2017-05-10
13346|109152|||G0200270A||1||||2016-07-21|2017-05-10
13347|119225|||G0150309A||||||2016-07-21|2017-05-10
13348|119325|||G0150381A||1||||2016-07-21|2017-05-10
13349|109859|||G0200070A||1||||2016-07-21|2017-05-10
13350|110257|||G0200284B||2||||2016-07-21|2017-05-10
13351|81243|||G0530012D||2||||2016-07-21|2017-05-10
13352|88817|||G0160001F||6||||2016-07-21|2017-05-10
13353|57204|||G1450015C||Keechi #3||||2016-07-21|2018-06-29
13354|108548|||G0200436A||||||2016-07-21|2017-05-10
13355|110171|||G0200515A||||||2016-07-21|2017-05-10
13356|116514|||G0160005B||2||||2016-07-21|2017-05-10
13357|119268|||G0150365A||||||2016-07-21|2017-05-10
13358|120350|||G0150455A||||||2016-07-21|2017-05-10
13359|59560|||G0180051A||1||||2016-07-21|2017-05-10
13360|109922|||G0200018A||1||||2016-07-21|2017-05-10
13361|110463|||G0200038B||4||||2016-07-21|2017-05-10
13362|119786|||G0150275B||#3-Bldg. 246||||2016-07-21|2017-05-10
13363|118266|||G0150336A||||||2016-07-21|2017-05-10
13364|117748|||G0150270L||Wild Turkey well #2||||2016-07-21|2017-05-10
13365|119285|||G0150426A||||||2016-07-21|2017-05-10
13366|119308|||G0150381B||2||||2016-07-21|2017-05-10
13367|132976|||G0200119A||2||||2016-07-21|2017-05-10
13368|109985|||G0200512A||1||||2016-07-21|2017-05-10
13369|110400|||G0200035C||3||||2016-07-21|2017-05-10
13370|119139|||G0150463B||2||||2016-07-21|2017-05-10
13371|108525|||G0200364B||2||||2016-07-21|2017-05-10
13372|109939|||G0200284E||beginning of Bar X Trail well #1||||2016-07-21|2017-05-10
13373|109252|||G0200001A||2||||2016-07-21|2017-05-10
13374|20831|||G0190055C||well #4 (Near Leary)||||2016-07-21|2017-05-10
13375|88259|||G0160006A||1||||2016-07-21|2017-05-10
13376|117665|||G0150481A||||||2016-07-21|2017-05-10
13377|59832|||G0180072A||1||||2016-07-21|2017-05-10
13378|117765|||G0150542A||||||2016-07-21|2017-05-10
13379|119932|||G0150416D||Loop Cold Storage well #4||||2016-07-21|2017-05-10
13380|109149|||G0200071B||2||||2016-07-21|2017-05-10
13381|109647|||G0200606A||||||2016-07-21|2017-05-10
13382|88777|||G0160001B||2||||2016-07-21|2017-05-10
13383|118681|||G0150467A||1||||2016-07-21|2017-05-10
13384|48033|||G2200105A||1||||2016-07-21|2017-05-15
13385|119059|||G0150420A||||||2016-07-21|2017-05-10
13386|49172|||G0180045B||2|||175093|2016-07-21|2018-02-13
13387|118346|||G0150404B||2||||2016-07-21|2017-05-10
13388|119328|||G0150251A||||||2016-07-21|2017-05-10
13389|118475|||G0150334A||1||||2016-07-21|2017-05-10
13390|119471|||G0150453B||3||||2016-07-21|2017-05-10
13391|133082|||G0200027C||5||||2016-07-21|2017-05-10
13392|117642|||G0150270G||7||||2016-07-21|2017-05-10
13393|59557|||G0180028C||4||||2016-07-21|2017-05-10
13394|108545|||G0200385A||||||2016-07-21|2017-05-10
13395|110168|||G0200382A||1||||2016-07-21|2017-05-10
13396|108474|189981||G0200646B||2||||2016-07-21|2017-05-10
13397|110466|||G0200038C||5||||2016-07-21|2017-05-10
13398|108614|||G0200066B||2||||2016-07-21|2017-05-10
13399|108637|||G0200341A||Village Trace well #1||||2016-07-21|2017-05-10
13400|109092|||G0200608B||1||||2016-07-21|2017-05-10
13401|139057|427542||||||||2016-07-22|2016-07-22
13402|139059|111430||||||||2016-07-22|2016-07-22
13403|119480|||G0150453A||2||||2016-07-22|2017-05-10
13404|109155|||G0200345A||||||2016-07-22|2017-05-10
13405|59589|||G0180025B||2||||2016-07-22|2017-05-10
13406|81229|||G0530012J||10||||2016-07-22|2017-05-10
13407|117611|||G0150507C||Hidden Springs #3||||2016-07-22|2017-05-10
13408|117774|||G0150541B||BSR #2||||2016-07-22|2017-05-10
13409|117565|||G0150434A||1||||2016-07-22|2017-05-10
13410|117714|||G0150417A||1||||2016-07-22|2017-05-10
13411|55945|||G0030002A||1||||2016-07-22|2017-05-10
13412|109908|||G0200278A||1||||2016-07-22|2017-05-10
13413|110240|||G0200009B||#2 (Sycamor St)||||2016-07-22|2017-05-10
13414|20857|||G0190065A||||||2016-07-22|2017-05-10
13415|110263|||G0200465A||||||2016-07-22|2017-05-10
13416|109224|||G0200459A||||||2016-07-22|2017-05-10
13417|110449|||G0200532A||1||||2016-07-22|2017-05-10
13418|108491|||G0200097A||1||||2016-07-22|2017-05-10
13419|110320|||G0200522A||1||||2016-07-22|2017-05-10
13420|116563|||G0460019X||||||2016-07-22|2016-07-22
13421|118378|||G0150513A||||||2016-07-22|2017-05-10
13422|116612|||G0460019G||Hancock Canyon Subdivision||||2016-07-22|2016-07-22
13423|59692|||G0180015A||Shore Acres #1||||2016-07-22|2017-05-10
13424|117771|||G0150401B||2||||2016-07-22|2017-05-10
13425|120356|||G0150537A||||||2016-07-22|2017-05-10
13426|89407|||G0160021A||||||2016-07-22|2017-05-10
13427|107621|||G1010013PM||South Park well #1||||2016-07-22|2017-05-10
13428|118272|||G0150053D||096WP1, 7510 Tally Road||||2016-07-22|2017-05-11
13429|118295|||G0150502D||||||2016-07-22|2017-05-10
13430|109118|||G0200288A||1||||2016-07-22|2017-05-10
13431|89931|||G0160016B||2||||2016-07-22|2017-05-10
13432|109158|||G0200407C||3||||2016-07-22|2017-05-10
13433|132962|||G0200065A||1||||2016-07-22|2017-05-10
13434|21026|||G0190054A||2||||2016-07-22|2017-05-10
13435|49158|||G0180037A||1||||2016-07-22|2017-05-10
13436|117422|||G0150433A||1||||2016-07-22|2017-05-10
13437|119045|||G1630039A||125WP1||||2016-07-22|2017-05-10
13438|117568|||G0150450A||||||2016-07-22|2017-05-10
13439|89988|||G0160019D||4||||2016-07-22|2017-05-10
13440|20883|||G0190084B||2||||2016-07-22|2017-05-10
13441|20860|||G0190085A||1||||2016-07-22|2017-05-10
13442|133031|||G0200543C||28||||2016-07-22|2017-05-10
13443|109241|||G0200552A||Resoft Park well||||2016-07-25|2017-05-10
13444|109888|||G0200194A||1||||2016-07-25|2017-05-10
13445|110452|||G0200062B||2||||2016-07-25|2017-05-10
13446|117777|||G0150431A||1||||2016-07-25|2017-05-10
13447|109098|||G0200430A||||||2016-07-25|2017-05-10
13448|118418|||G0150499A||||||2016-07-25|2017-05-10
13449|120290|||G0150249T||well #1 (4207 Debra Kay Ln)||||2016-07-25|2017-05-10
13450|122958|||G2320002C||||||2016-07-25|2016-07-25
13451|118524|||G0150267A||1||||2016-07-25|2017-05-10
13452|133094|||G0200510A||1||||2016-07-25|2017-05-10
13453|110260|||G0200437A||||||2016-07-25|2017-05-10
13454|108494|||G0200443A||||||2016-07-25|2017-05-10
13455|119855|||G0150388A||||||2016-07-25|2017-05-10
13456|110217|||G0200523A||1||||2016-07-25|2017-05-10
13457|132988|||G0200232A||Plant B well #1||||2016-07-25|2017-05-10
13458|118576|||G0150411A||1||||2016-07-25|2017-05-10
13459|108712|||G0200099A||1||||2016-07-25|2017-05-10
13460|110349|||G0200006G||11||||2016-07-25|2017-05-10
13461|117511|||G0150399B||Barn Owl well||||2016-07-25|2017-05-10
13462|20889|||G0190080A||||||2016-07-25|2017-05-10
13463|59572|||||1||||2016-07-25|2017-05-10
13464|118344|||G0150396A||||||2016-07-25|2017-05-10
13465|59827|||G0180082A||1||||2016-07-25|2017-05-10
13466|110435|||G0200530A||1||||2016-07-25|2017-05-10
13467|117528|||G0150533A||||||2016-07-25|2017-05-10
13468|110186|||G0200237C||9-B||||2016-07-25|2017-05-10
13469|109207||292535095151801|G0200001B||3||||2016-07-25|2017-08-11
13470|35977|||G0020001W||U12||||2016-07-25|2017-05-10
13471|108520|||G0200299A||||||2016-07-25|2017-05-10
13472|49150|||G0180059C||3||||2016-07-25|2017-05-10
13473|119323|||G0150370A||||||2016-07-25|2017-05-10
13474|133054|||G0200511A||1||||2016-07-25|2017-05-10
13475|117757|||G0150541D||BSR #4||||2016-07-25|2017-05-10
13476|108626|||G0200526A||1||||2016-07-25|2017-05-10
13477|110455|||G0200033A||1||||2016-07-25|2017-05-10
13478|118278|||G0150504A||||||2016-07-25|2017-05-10
13479|55410|||G1740003B||4||||2016-07-25|2020-10-29
13480|118756|||G0150432A||||||2016-07-25|2017-05-10
13481|110332|||G0200444B||2||||2016-07-25|2017-05-10
13482|118347|||G0150465A||||||2016-07-25|2017-05-10
13483|59844|||G0180071A||1||||2016-07-25|2017-05-10
13484|81235|||G0530012I||Shepard well/ #9||||2016-07-25|2017-05-10
13485|119303|||G0150249C||Station #2 well #1||||2016-07-25|2016-07-25
13486|109665|||G0200281A||1||||2016-07-25|2017-05-10
13487|20863|||G0190085B||2||||2016-07-25|2017-05-10
13488|81241|||G0530012A||3||||2016-07-25|2017-05-10
13489|118533|||G0150353B||2||||2016-07-25|2017-05-10
13490|119864|||G0150249P||007WP3||||2016-07-25|2017-05-10
13491|59801|||G0180026B||2||||2016-07-25|2017-05-10
13492|117743|||||1||||2016-07-25|2017-05-10
13493|109187|||G0200564A||1||||2016-07-25|2017-05-10
13494|20846|||G0190090A||||||2016-07-25|2017-05-10
13495|118696|||G0150459B||2||||2016-07-25|2017-05-10
13496|118387|||G0150483A||||||2016-07-25|2017-05-10
13497|110183|||G0200122C||3||||2016-07-25|2017-05-10
13498|110375|||G0200006J||15||||2016-07-25|2017-05-10
13499|116698|||G1050009A||1||||2016-07-25|2017-01-12
13500|110352|||G0200183B||2||||2016-07-25|2017-05-10
13501|110246||290214095421101|G0200009C||#3 (MLK/3rd. St)||||2016-07-25|2017-08-11
13502|110329|||G0200064A||1||||2016-07-25|2017-05-10
13503|109642|||G0200555A||1||||2016-07-25|2017-05-10
13504|20886|||G0190047A||||||2016-07-25|2017-05-10
13505|59675|||G0180032A||1||||2016-07-25|2017-05-10
13506|21032|||G0190052A||1||||2016-07-25|2017-05-10
13508|117514|||G0150399F||Country Estates #2||||2016-07-25|2017-05-10
13509|117571|||G0150494C||3||||2016-07-25|2017-05-10
13510|108517|||G0200105A||1||||2016-07-25|2017-05-10
13511|110392|||G0200004D||4||||2016-07-25|2017-05-10
13512|59535|||G0180002C||#2 or Powell||||2016-07-25|2017-05-10
13513|46399|||G1840003C||||||2016-07-25|2016-07-25
13514|109482|||G0200025A||1||||2016-07-25|2017-05-10
13515|109954|||G0200408A||||||2016-07-25|2017-05-10
13516|49127|||G0180020A||1||||2016-07-25|2017-05-10
13517|108649|||G0200425A||||||2016-07-25|2017-05-10
13518|110309|||||||||2016-07-25|2017-05-10
13519|133080|||G0200027B||2||||2016-07-25|2017-05-10
13520|119824|||G0150524A||||||2016-07-25|2017-05-10
13521|81238|||G0530012H||8||||2016-07-25|2017-05-10
13522|117113|||G0460172O||||||2016-07-25|2016-07-25
13523|49170|||||||||2016-07-25|2017-05-10
13524|117740|||G0150270A||1||||2016-07-25|2017-05-10
13525|59698|||G0180022B||2||||2016-07-25|2017-05-10
13526|119861|||G0150249G||5||||2016-07-25|2020-08-18
13527|110166|||G0200516A||||||2016-07-25|2017-05-10
13528|116515|||G0160005E||6||||2016-07-25|2017-05-10
13529|108543|||G0200367A||1||||2016-07-25|2017-05-10
13530|109625|||G0200432A||Mark V Estates well #1||||2016-07-25|2017-05-10
13531|133037|||G0200521A||||||2016-07-25|2017-05-10
13532|118267|||G0150525A||||||2016-07-25|2017-05-10
13533|117749|||G0150539A||Oliver Ranch #2||||2016-07-25|2017-05-10
13534|110301|||G0200203C||6||||2016-07-25|2017-05-10
13535|110278|||G0200196B||2||||2016-07-25|2017-05-10
13536|133000|||G0200232B||Plant B well #2||||2016-07-25|2017-05-10
13537|110341|||G0200006F||10||||2016-07-25|2017-05-10
13538|110447|||G0200355A||1||||2016-07-25|2017-05-10
13539|108466|||G0200554A||1||||2016-07-25|2017-05-10
13540|59541|||G0180060A||4||||2016-07-25|2017-05-10
13541|109153|||G0200279A||1||||2016-07-25|2017-05-10
13542|109940|||G0200284A||1||||2016-07-25|2017-05-10
13543|49153|||||2||||2016-07-25|2017-05-10
13544|59584|||G0180004A||||||2016-07-25|2017-05-10
13545|110169|||G0200382B||2||||2016-07-25|2017-05-10
13546|88801|||G0160001A||Original #2 well. Now called #1||||2016-07-25|2017-05-10
13547|109150|||G0200261A||1||||2016-07-25|2017-05-10
13548|117474|||G0150350A||#1 Principles Road||||2016-07-25|2017-05-10
13549|109906|||G0200018E||5||||2016-07-25|2017-05-10
13550|119060|||G0150497A||039WP#1||||2016-07-25|2017-05-10
13551|119870|||G0150249Q||007WP4||||2016-07-25|2017-05-10
13552|110424|||G0200461A||1||||2016-07-25|2017-05-10
13553|21041|||G0190068A||1||||2016-07-25|2017-05-10
13554|110318|||G0200307A||||||2016-07-25|2017-05-10
13555|118476|||G0150334B||2||||2016-07-25|2017-05-10
13556|110212|||G0200237B||14||||2016-07-25|2017-05-10
13557|117600|||G0150476A||||||2016-07-25|2017-05-10
13558|119223|||G0150309G||||||2016-07-25|2017-05-10
13559|59558|||G0180028A||2||||2016-07-25|2017-05-10
13560|109628|||G0200482A||||||2016-07-25|2017-05-10
13561|110461|||G0200525A||||||2016-07-25|2017-05-10
13562|117543|||G0150514A||1||||2016-07-25|2017-05-10
13563|132940|||G0200067A||Las Playas Resort well #1||||2016-07-25|2017-05-10
13564|117643|||G0150270H||8||||2016-07-25|2017-05-10
13565|109588|||G0200558A||1||||2016-07-25|2017-05-10
13566|117746|||G0150270J||26802 Harmony Hills||||2016-07-25|2017-05-10
13567|108615|||G0200066C||3||||2016-07-25|2017-05-10
13568|109611|||G0200146A||2||||2016-07-25|2017-05-10
13569|117769|||G0150431B||2||||2016-07-25|2017-05-10
13570|120308|||G0150249AJ||049WP1|||4896|2016-07-25|2017-05-10
13571|59690|||G0180015D||Laguna Park #4||||2016-07-25|2017-05-10
13572|110298|||G0200466A||||||2016-07-25|2017-05-10
13573|110321|||G0200522B||2||||2016-07-25|2017-05-10
13574|59813|||G0180019A||1||||2016-07-25|2017-05-10
13575|110398|||G0200004B||new well #2 (Youpon/Pecan)||||2016-07-25|2017-05-10
13576|108609|||G0200024A||1||||2016-07-25|2017-05-10
13577|109156|||G0200407B||1||||2016-07-25|2017-05-10
13578|109216|||G0200274B||Country Acres Estate well #2||||2016-07-25|2017-05-10
13579|117122|||G0460172J||Canyon Lake Village well #2||||2016-07-25|2016-07-25
13580|109903|||G0200018D||4||||2016-07-25|2017-05-10
13581|55645|||G0030023D||5||||2016-07-25|2017-05-10
13582|110338|||G0200404A||||||2016-07-25|2017-05-10
13583|119492|108805||G0150425D||5||||2016-07-25|2017-05-10
13584|119784|||G0150256A||||||2016-07-25|2017-05-10
13585|119389|||G0150302B||||||2016-07-25|2017-05-10
13586|119930|||G0150416B||Loop Cold Storage well #2||||2016-07-25|2017-05-10
13587|105260|||G1010430A||||||2016-07-25|2016-07-25
13588|89963|||G0160019A||1||||2016-07-25|2017-05-10
13589|119226|||G0150309D||||||2016-07-25|2017-05-10
13590|109219|||G0200141B||2||||2016-07-25|2017-05-10
13591|110401||290213095240501|G0200035D||4||||2016-07-25|2017-08-11
13592|119412|||G0150301A||||||2016-07-25|2017-05-10
13593|109488|||G0200025B||2||||2016-07-25|2017-05-10
13594|81244|||G0530012C||1||||2016-07-25|2017-05-10
13595|108549|||G0200468A||||||2016-07-25|2017-05-10
13596|109923|||G0200018B||2||||2016-07-25|2017-05-10
13597|109525|||G0200058A||2||||2016-07-25|2017-05-10
13598|109531|||G0200201A||1||||2016-07-25|2017-05-10
13599|21001|||G0190062C||3||||2016-07-25|2017-05-10
13600|110347|||G0200006I||14||||2016-07-25|2017-05-10
13601|117509|||G0150399C||Mountain Top||||2016-07-25|2017-05-10
13602|49165|||||1||||2016-07-25|2017-05-10
13603|21010|||G0190008A||1||||2016-07-25|2017-05-10
13604|118296|||G0150502E||||||2016-07-25|2017-05-10
13605|107622|||G1010013PN||South Park well #2||||2016-07-25|2017-05-10
13606|108432|||G0200553A||1||||2016-07-25|2017-05-10
13607|117609|||G0150507B||Hidden Springs #2||||2016-07-25|2017-05-10
13608|59676|||G0180026C||3||||2016-07-25|2017-05-10
13609|110284|||G0200517A||||||2016-07-25|2017-05-10
13610|117526|||G0150350C||#3 Beamer Rd. and Flamingo Dr||||2016-07-25|2017-05-10
13611|21027|||G0190054B||3||||2016-07-25|2017-05-10
13612|119338|||G0150381C||3 - 150' SE OF OFFICE||||2016-07-25|2017-05-11
13613|59587|||G0180030A||1||||2016-07-25|2017-05-10
13614|89932|||G0160016C||3||||2016-07-25|2017-05-10
13615|109205|||G0200592A||Quail Valley Subdivision Secton IV||||2016-07-25|2017-05-10
13616|117572|||G0150494D||4||||2016-07-25|2017-05-10
13617|109554|||G0200036A||1||||2016-07-25|2017-05-10
13618|119046|||G0150265A||1||||2016-07-25|2017-05-10
13619|110453|||G0200607A||1||||2016-07-25|2017-05-10
13620|118376|||G0150358A||||||2016-07-25|2017-05-10
13621|20884|||G0190027A||1||||2016-07-25|2017-05-10
13622|20861|||G0190071A||1||||2016-07-25|2017-05-10
13623|109265|||G0200152B||2||||2016-07-25|2017-05-10
13624|117755|||G0150539F||Oliver Ranch #10||||2016-07-25|2017-05-10
13625|81233|||G0530012F||6||||2016-07-25|2017-05-10
13626|89889|||G0160007B||2||||2016-07-25|2017-05-10
13627|109199|||G0200296A||1||||2016-07-25|2017-05-10
13628|109242|||G0200218A||Hastings Home Owners Water System #1||||2016-07-25|2017-05-10
13629|108558|||G0200574A||1||||2016-07-25|2017-05-10
13630|109222|||G0200303A||1||||2016-07-25|2017-05-10
13631|110055|||G0200132A||1||||2016-07-25|2017-05-10
13632|117778|||G0150458B||1||||2016-07-25|2017-05-10
13633|133095|||G0200510B||2||||2016-07-25|2017-05-10
13634|108595|||G0200478A||||||2016-07-25|2017-05-10
13635|110261|||G0200134B||2||||2016-07-25|2017-05-10
13636|118525|||G0150267B||2||||2016-07-25|2017-05-10
13637|49162|||G0180043A||Plowman Creek Park #1||||2016-07-25|2017-05-10
13638|110181|||G0200122A||1||||2016-07-25|2017-05-10
13639|119335|||G0150370B||2||||2016-07-25|2017-05-10
13640|119049|||G0150495A||1||||2016-07-25|2017-05-10
13641|109116|||G0200204B||2||||2016-07-25|2017-05-10
13642|118694|||G0150394A||||||2016-07-25|2017-05-10
13643|120354|||G0150445A||||||2016-07-25|2017-05-10
13644|20844|||G0190070A||1||||2016-07-25|2017-05-10
13645|59696|||G0180026A||1||||2016-07-25|2017-05-10
13646|109663|||G0200053A||#1 (512 Fathom Dr)||||2016-07-25|2017-05-10
13647|110204|||G0200237A||10||||2016-07-25|2017-05-10
13648|108515|||G0200326A||1||||2016-07-25|2017-05-10
13649|59673|||G0180069A||||||2016-07-25|2017-05-10
13650|117775|||G0150401A||1||||2016-07-25|2017-05-10
13651|119876|||G0150249E||3||||2016-07-25|2020-08-18
13652|109202|||G0200383A||||||2016-07-25|2017-05-10
13653|117612|||G0150507D||Hidden Springs #4||||2016-07-25|2017-05-10
13654|88747|||G0160013A||||||2016-07-25|2017-05-10
13655|117569|||G0150494A||1||||2016-07-25|2017-05-10
13656|133012|||G0200513A||1||||2016-07-25|2017-05-10
13657|20858|||G0190079A||||||2016-07-25|2017-05-10
13658|59822|||G0180026D||4||||2016-07-25|2017-05-10
13659|110264|||G0200003A||#1 (Front St.)||||2016-07-25|2017-05-10
13660|117758|||G0150270I||079WP1||||2016-07-25|2017-05-10
13661|110052|||G0200463A||||||2016-07-25|2017-05-10
13662|133029|||G0200543A||26||||2016-07-25|2017-05-10
13663|46397|||G1840003A||||||2016-07-25|2016-07-25
13664|108435|||G0200398A||||||2016-07-25|2017-05-10
13665|118757|||G0150538A|W105-228||||174603|2016-07-25|2018-06-25
13666|20838|||G0190091A||||||2016-07-25|2017-05-10
13667|108555|||G0200550A||1||||2016-07-25|2017-05-10
13668|77277|||G0710002GR||City #404A in Lower Valley well field||||2016-07-25|2016-07-25
13669|110450|||G0200533A||1||||2016-07-25|2017-05-10
13670|118565|||G0150418A||||||2016-07-25|2017-05-10
13671|133049|||G0200230A||Creek #1||||2016-07-25|2017-05-10
13672|108492|||G0200282A||1||||2016-07-25|2017-05-10
13673|117111|||G0460172L||#1 East well of 2.|||100817|2016-07-25|2017-08-23
13674|119318|||G0150485A||||||2016-07-25|2017-05-10
13675|55866|||G0030023B||3||||2016-07-25|2017-05-10
13676|109574|||G0200335B||Sandy Meadow Estates Sub. well #2||||2016-07-25|2017-05-10
13677|122956|||G2320002A||||||2016-07-25|2016-07-25
13678|116513|||G0160005A||1||||2016-07-25|2017-05-10
13679|119430|||G0150302C||5||||2016-07-25|2017-05-10
13680|20824|||G0190055A||#2 (Roosevelt)||||2016-07-25|2017-05-10
13681|110393|||G0200004E||#6 (426 Commerce)||||2016-07-25|2017-05-10
13682|119384|||G0150509A||||||2016-07-25|2017-05-10
13683|132998|||G0200232C||Plant B well #8||||2016-07-25|2017-05-10
13684|110230|||G0200338B||Bernard Oaks Subdivision #19 well #2||||2016-07-25|2017-05-10
13685|109689|||G0200487A||||||2016-07-25|2017-05-10
13686|20887|||G0190059A||1||||2016-07-25|2017-05-10
13687|119138|||G0150463A||1||||2016-07-25|2017-05-10
13688|119284|||G0150398A||||||2016-07-25|2017-05-10
13689|108524|||G0200364A||1||||2016-07-25|2017-05-10
13690|119931|||G0150416C||Loop Cold Storage well #3||||2016-07-25|2017-05-10
13691|88750|||G0160023A||||||2016-07-25|2017-05-10
13692|117469|||G0150421B||2||||2016-07-25|2017-05-10
13693|119390|||G0150302A||1||||2016-07-25|2017-05-10
13694|89964|||G0160019B||2||||2016-07-25|2017-05-10
13695|117449|||G0150433B||2||||2016-07-25|2017-05-10
13696|49128|||G0180020B||||||2016-07-25|2017-05-10
13697|109646|||G0200555B||2||||2016-07-25|2017-05-10
13698|108464|||G0790013A||Teleview Terrace Sub. Well #1||||2016-07-25|2017-05-10
13699|117120|||G0460172I||Canyon Lake Village well #1||||2016-07-25|2016-07-25
13700|120366|||G0150501A||||||2016-07-25|2017-05-10
13701|109148|||G0200407A||2||||2016-07-25|2017-05-10
13702|119301|||G0150484A||||||2016-07-25|2017-05-10
13703|59556|||G0180028B||3||||2016-07-25|2017-05-10
13704|118488|||G0150383A||||||2016-07-25|2017-05-10
13705|119862|||G0150249N||007WP1||||2016-07-25|2017-05-10
13706|109526|||G0200201C||3||||2016-07-25|2017-05-10
13707|110018|||G0200505B||2||||2016-07-25|2017-05-10
13708|116516|||G0160005F||7||||2016-07-25|2017-05-10
13709|88776|||G0160001C||3||||2016-07-25|2017-05-10
13710|109918|||G0200018C||3||||2016-07-25|2017-05-10
13711|117641|||G0150270F||6||||2016-07-25|2017-05-10
13712|59805|||G0180026E||5||||2016-07-25|2017-05-10
13713|108544|||G0200372A||1||||2016-07-25|2017-05-10
13714|59573|||G0180033A||2||||2016-07-25|2017-05-10
13715|132995|||G0200232E||Plant B well #10||||2016-07-25|2017-05-10
13716|55875|||G0030023A||2||||2016-07-25|2017-05-10
13717|20867|||G0190030A||3||||2016-07-25|2017-05-10
13718|117512|||G0150399A||Hazy Hollow #1 (26058 Hazy Hollow)||||2016-07-25|2017-05-10
13719|119078|||G0150357A||1||||2016-07-25|2017-05-10
13720|109563|||G0200426B||2 - EAST||||2016-07-25|2017-07-11
13721|117558|||G0150441B||2||||2016-07-25|2017-05-10
13722|20890|||G0190084A||1||||2016-07-25|2017-05-10
13723|119032|||G0150265B||2||||2016-07-25|2017-05-10
13724|59579|||G0180031A||1||||2016-07-25|2017-05-10
13725|110436|||G0200534A||1||||2016-07-25|2017-05-10
13726|110233|||G0200567A||1||||2016-07-25|2017-05-10
13727|117575|||G0150527A||||||2016-07-25|2017-05-10
13728|109941|||G0200284C||3||||2016-07-25|2017-05-10
13729|35978|||G0020001X||U13||||2016-07-25|2017-05-10
13730|109208|||G0200001C||4||||2016-07-25|2017-05-10
13731|119487|||G0150425A||1||||2016-07-25|2017-05-10
13732|49174|||G0180077A||||||2016-07-25|2017-05-10
13733|108604|||G0200066A||1||||2016-07-25|2017-05-10
13734|110170|||G0200503A||||||2016-07-25|2017-05-10
13735|117781|||G0150523A||1||||2016-07-25|2017-05-10
13736|109151|||G0200262A||1||||2016-07-25|2017-05-10
13737|117475|||G0150350B||#2 Principles Road||||2016-07-25|2017-05-10
13738|49151|||G0180076A||||||2016-07-25|2017-05-10
13739|110333|||G0200514A||||||2016-07-25|2017-05-10
13740|110456|||G0200033B||2||||2016-07-25|2017-05-10
13741|118348|||G0150506A||||||2016-07-25|2017-05-10
