WaterLevelRemarkId|WaterLevelId|RemarkId|CreatedDate|LastUpdateDate
7126|554212|25||
7127|695016|22||
7128|695042|1||
7129|695046|30||
7130|767118|1||
7131|767124|1||
7132|767125|1||
7133|767128|1||
7134|767295|1||
7135|767300|1||
7136|767305|1||
7137|767482|1||
7138|767487|23||
7139|767500|1||
7140|767711|1||
7141|526939|1||
7142|526947|1||
7143|526950|1||
7144|526958|1||
7145|526959|1||
7146|526961|1||
7147|526963|20||
7148|526969|20||
7149|526976|1||
7150|526982|1||
7151|526987|1||
7152|526988|1||
7153|526995|1||
7154|528308|27||
7155|529462|1||
7156|529882|2||
7157|457323|1||
7158|526871|1||
7159|526875|1||
7160|526876|1||
7161|526877|1||
7162|526879|1||
7163|526881|1||
7164|526883|1||
7165|526888|1||
7166|526890|1||
7167|526893|1||
7168|526896|1||
7169|526906|1||
7170|526908|1||
7171|526909|1||
7172|526912|1||
7173|526919|1||
7174|526923|1||
7175|526925|1||
7176|526928|1||
7177|526931|1||
7178|526940|1||
7179|526953|20||
7180|526955|19||
7181|526956|1||
7182|526957|1||
7183|526960|1||
7184|526962|1||
7185|526964|1||
7186|526973|1||
7187|526975|1||
7188|526981|1||
7189|526983|1||
7190|526985|1||
7191|526986|1||
7192|526994|1||
7193|526999|1||
7194|527117|20||
7195|407543|24||
7196|407924|18||
7197|407928|24||
7198|408266|36||
7199|408242|2||
7200|408250|30||
7201|409567|2||
7202|409573|36||
7203|409581|2||
7204|404432|1||
7205|404433|2||
7206|404640|1||
7207|456328|30||
7208|457316|2||
7209|457320|2||
7210|457322|1||
7211|457325|1||
7212|457328|2||
7213|528292|17||
7214|531176|9||
7215|459138|1||
7216|459149|1||
7217|459156|1||
7218|459158|1||
7219|459163|20||
7220|408243|30||
7221|525020|1||
7222|525022|1||
7223|525029|1||
7224|525040|1||
7225|525065|1||
7226|525073|1||
7227|525077|1||
7228|525078|1||
7229|525079|1||
7230|525083|1||
7231|526862|1||
7232|526867|1||
7233|526880|1||
7234|526886|1||
7235|526889|1||
7236|526892|1||
7237|526894|1||
7238|526895|1||
7239|526897|1||
7240|526902|1||
7241|526903|1||
7242|526913|1||
7243|526921|1||
7244|526922|1||
7245|526935|1||
7246|526936|1||
7247|526937|1||
7248|526941|1||
7249|526945|1||
7250|526948|1||
7251|526949|1||
7252|526952|1||
7253|526966|19||
7254|526967|20||
7255|526968|1||
7256|526970|1||
7257|526971|1||
7258|526972|1||
7259|526978|1||
7260|526980|1||
7261|526984|1||
7262|526991|1||
7263|526993|1||
7264|526996|1||
7265|526998|1||
7266|527122|20||
7267|406335|2||
7268|406346|20||
7269|406355|1||
7270|406359|1||
7271|409569|2||
7272|529456|1||
7273|529457|1||
7274|529459|1||
7275|529461|1||
7276|457317|2||
7277|457319|2||
7278|457330|2||
7279|531165|4||
7280|409583|2||
7281|660198|2||
7282|662173|3||
7283|531718|4||
7284|460103|1||
7285|460106|1||
7286|461017|20||
7287|461023|1||
7288|461026|20||
7289|461052|1||
7290|461053|20||
7291|461054|30||
7292|659659|35||
7293|659935|2||
7294|459141|1||
7295|459143|1||
7296|459146|1||
7297|459147|1||
7298|459151|1||
7299|459152|1||
7300|532897|1||
7301|532898|1||
7302|532904|1||
7303|532909|1||
7304|532911|1||
7305|532925|1||
7306|532929|1||
7307|532930|1||
7308|532932|1||
7309|532933|1||
7310|532939|1||
7311|459140|1||
7312|459144|1||
7313|459145|1||
7314|459150|1||
7315|459153|1||
7316|459155|1||
7317|459157|1||
7318|459159|1||
7319|459160|1||
7320|461016|1||
7321|461029|4||
7322|461041|1||
7323|461049|1||
7324|461050|1||
7325|461062|20||
7326|461065|30||
7327|461072|19||
7328|461332|1||
7329|461056|1||
7330|461057|20||
7331|461058|19||
7332|461061|20||
7333|461068|19||
7334|461071|22||
7335|461073|20||
7336|461076|20||
7337|461077|22||
7338|461078|10||
7339|461307|2||
7340|461326|32||
7341|461333|1||
7342|461335|32||
7343|462158|1||
7344|462163|1||
7345|462164|1||
7346|462165|1||
7347|460102|1||
7348|460105|1||
7349|460107|1||
7350|461015|19||
7351|461018|20||
7352|461019|1||
7353|461028|4||
7354|461032|20||
7355|461051|1||
7356|461059|20||
7357|461060|20||
7358|461063|30||
7359|461064|10||
7360|462159|1||
7361|568868|23||
7362|407542|15||
7363|408251|30||
7364|529458|1||
7365|529463|1||
7366|459139|1||
7367|459142|1||
7368|459148|1||
7369|459154|1||
7370|459161|1||
7371|462162|1||
7372|463506|1||
7373|463508|1||
7374|461916|4||
7375|462157|1||
7376|567301|2||
7377|567319|30||
7378|567499|2||
7379|462719|19||
7380|463449|1||
7381|463451|1||
7382|463452|1||
7383|463505|1||
7384|463507|1||
7385|570151|17||
7386|532899|1||
7387|532901|1||
7388|532902|1||
7389|532915|1||
7390|532919|1||
7391|532922|1||
7392|532923|1||
7393|532928|1||
7394|532931|1||
7395|532938|1||
7396|465472|20||
7397|465506|22||
7398|532880|17||
7399|532900|1||
7400|532903|1||
7401|532905|1||
7402|532907|1||
7403|532908|1||
7404|532910|1||
7405|532912|1||
7406|532914|1||
7407|532916|1||
7408|532917|1||
7409|532920|1||
7410|532924|1||
7411|532926|1||
7412|532934|1||
7413|532936|1||
7414|532937|1||
7415|532940|1||
7416|533095|2||
7417|460099|1||
7418|460104|1||
7419|461025|1||
7420|461035|1||
7421|461048|1||
7422|461075|1||
7423|461319|18||
7424|463453|1||
7425|463454|1||
7426|465115|2||
7427|465158|2||
7428|465590|30||
7429|465595|30||
7430|465619|30||
7431|668072|12||
7432|670213|25||
7433|533632|22||
7434|533640|4||
7435|533653|22||
7436|462160|1||
7437|462161|1||
7438|462166|1||
7439|465600|30||
7440|465610|20||
7441|533637|22||
7442|534308|3||
7443|465612|19||
7444|534306|3||
7445|534882|10||
7446|534883|31||
7447|465971|4||
7448|468760|1||
7449|468788|12||
7450|468790|29||
7451|468805|1||
7452|468813|1||
7453|670220|19||
7454|671072|30||
7455|671076|19||
7456|671078|18||
7457|671083|12||
7458|671621|1||
7459|671625|4||
7460|667458|2||
7461|668216|18||
7462|668303|35||
7463|532906|1||
7464|532913|1||
7465|532918|1||
7466|532921|1||
7467|532935|1||
7468|470261|2||
7469|470374|22||
7470|470380|1||
7471|470384|12||
7472|470397|1||
7473|470437|4||
7474|470442|25||
7475|470471|2||
7476|470478|30||
7477|470484|36||
7478|472265|2||
7479|537271|1||
7480|537272|1||
7481|848252|1||
7482|848255|1||
7483|848257|1||
7484|848258|10||
7485|848267|1||
7486|848274|1||
7487|848282|19||
7488|848286|10||
7489|848293|1||
7490|848570|25||
7491|848573|1||
7492|848575|25||
7493|848576|25||
7494|700956|32||
7495|561821|2||
7496|561829|2||
7497|561841|2||
7498|561843|4||
7499|561856|2||
7500|561870|2||
7501|561871|2||
7502|561873|2||
7503|561877|17||
7504|561881|2||
7505|848250|1||
7506|848253|15||
7507|848256|10||
7508|848260|1||
7509|848268|1||
7510|848278|1||
7511|848288|19||
7512|848301|1||
7513|848303|1||
7514|848574|1||
7515|848578|1||
7516|559552|3||
7517|559601|3||
7518|763245|1||
7519|849985|1||
7520|849986|1||
7521|767705|1||
7522|767706|1||
7523|767710|1||
7524|768037|1||
7525|768452|1||
7526|768867|22||
7527|849987|1||
7528|849988|1||
7529|850211|30||
7530|850428|4||
7531|850565|1||
7532|850571|1||
7533|850573|1||
7534|850583|4||
7535|768436|23||
7536|768868|22||
7537|767294|1||
7538|767298|1||
7539|767302|1||
7540|767304|1||
7541|767481|1||
7542|767498|1||
7543|767499|1||
7544|767708|1||
7545|768038|1||
7546|849834|4||
7547|850207|2||
7548|850220|4||
7549|850221|2||
7550|850559|1||
7551|850560|2||
7552|850562|1||
7553|850567|1||
7554|850568|1||
7555|850577|1||
7556|850580|2||
7557|850582|2||
7558|850205|30||
7559|850213|36||
7560|850214|30||
7561|850218|30||
7562|850424|18||
7563|850566|18||
7564|850569|1||
7565|850579|2||
7566|850581|4||
7567|851347|4||
7568|852147|19||
7569|852150|2||
7570|574199|4||
7571|574207|30||
7572|574211|1||
7573|574434|15||
7574|574439|1||
7575|574453|32||
7576|574977|19||
7577|575606|19||
7578|576305|1||
7579|576308|1||
7580|576311|20||
7581|576318|20||
7582|574196|19||
7583|574225|1||
7584|574425|30||
7585|574431|2||
7586|574437|4||
7587|574452|1||
7588|574575|37||
7589|575609|1||
7590|575611|1||
7591|770215|22||
7592|770231|25||
7593|770232|10||
7594|770528|28||
7595|770550|28||
7596|561570|2||
7597|561572|2||
7598|561574|2||
7599|561582|2||
7600|561832|2||
7601|561834|2||
7602|561839|2||
7603|561850|2||
7604|561855|2||
7605|561862|2||
7606|561874|2||
7607|561883|2||
7608|561888|2||
7609|562666|2||
7610|563531|17||
7611|563726|4||
7612|848264|1||
7613|848269|1||
7614|848279|1||
7615|848280|2||
7616|848284|4||
7617|848294|1||
7618|767129|1||
7619|767296|1||
7620|767301|1||
7621|767477|1||
7622|767480|1||
7623|767704|1||
7624|767707|1||
7625|767709|1||
7626|697325|2||
7627|697339|30||
7628|697351|1||
7629|770203|19||
7630|770204|10||
7631|770205|25||
7632|770229|10||
7633|773924|31||
7634|773933|25||
7635|773934|36||
7636|775456|3||
7637|775483|17||
7638|775520|2||
7639|698241|4||
7640|700939|4||
7641|700945|30||
7642|700946|4||
7643|700947|4||
7644|848569|1||
7645|848571|1||
7646|848572|25||
7647|848579|19||
7648|773131|9||
7649|773925|25||
7650|773932|25||
7651|773939|20||
7652|775967|30||
7653|775970|30||
7654|852844|29||
7655|852845|29||
7656|852848|20||
7657|851348|20||
7658|768860|1||
7659|768869|29||
7660|768873|22||
7661|770224|4||
7662|574206|4||
7663|575608|2||
7664|852852|3||
7665|852855|4||
7666|852862|3||
7667|852863|19||
7668|576301|20||
7669|576309|1||
7670|576319|30||
7671|576835|27||
7672|576843|27||
7673|576853|27||
7674|576913|1||
7675|576920|30||
7676|852146|19||
7677|852849|1||
7678|852853|3||
7679|577731|37||
7680|576845|30||
7681|576847|27||
7682|576848|27||
7683|576852|27||
7684|576910|1||
7685|576912|30||
7686|576918|32||
7687|578782|4||
7688|852856|4||
7689|852860|19||
7690|852870|29||
7691|576914|1||
7692|576915|1||
7693|852144|19||
7694|852148|19||
7695|852149|19||
7696|852151|19||
7697|852846|19||
7698|853877|1||
7699|853879|1||
7700|853885|1||
7701|853904|1||
7702|853931|1||
7703|849984|1||
7704|850209|2||
7705|850210|30||
7706|850215|2||
7707|850217|30||
7708|850219|2||
7709|850561|1||
7710|850572|1||
7711|850587|2||
7712|773923|10||
7713|773928|20||
7714|775453|18||
7715|853873|1||
7716|853874|1||
7717|853880|1||
7718|853894|1||
7719|853900|1||
7720|853923|1||
7721|853929|1||
7722|853933|1||
7723|853936|1||
7724|853938|1||
7725|854121|1||
7726|854123|1||
7727|854153|15||
7728|854164|1||
7729|854168|1||
7730|854172|1||
7731|854183|4||
7732|854186|1||
7733|854190|4||
7734|854203|1||
7735|854204|2||
7736|854215|1||
7737|854219|28||
7738|854222|1||
7739|854225|1||
7740|854237|1||
7741|854242|1||
7742|854243|1||
7743|854249|1||
7744|854250|4||
7745|854254|1||
7746|854264|1||
7747|854279|1||
7748|854282|1||
7749|855139|1||
7750|855140|1||
7751|855141|19||
7752|855154|1||
7753|855233|1||
7754|855235|1||
7755|855237|1||
7756|853878|1||
7757|853886|1||
7758|853888|1||
7759|853901|1||
7760|853903|1||
7761|853908|32||
7762|853916|1||
7763|853934|1||
7764|853939|1||
7765|854119|1||
7766|854130|1||
7767|854136|30||
7768|854144|2||
7769|854146|1||
7770|854155|1||
7771|854158|1||
7772|854169|1||
7773|854171|1||
7774|854184|1||
7775|854196|1||
7776|854197|10||
7777|854202|1||
7778|854224|1||
7779|854226|19||
7780|854228|1||
7781|854229|30||
7782|854230|1||
7783|854235|1||
7784|854251|1||
7785|854285|4||
7786|697324|30||
7787|697327|1||
7788|697329|30||
7789|697332|30||
7790|697337|30||
7791|697342|19||
7792|697350|1||
7793|697352|1||
7794|697353|1||
7795|697355|1||
7796|698226|25||
7797|700944|4||
7798|700960|4||
7799|700971|15||
7800|851858|32||
7801|852145|19||
7802|854132|1||
7803|854149|1||
7804|854150|1||
7805|854177|1||
7806|854192|4||
7807|854201|1||
7808|854212|1||
7809|854213|1||
7810|854217|1||
7811|854239|1||
7812|854241|1||
7813|854258|1||
7814|854263|1||
7815|854265|1||
7816|854278|1||
7817|854391|10||
7818|137507|1||
7819|137523|4||
7820|137536|36||
7821|537273|1||
7822|671064|19||
7823|671080|19||
7824|671400|3||
7825|671401|23||
7826|671409|3||
7827|671413|1||
7828|671620|36||
7829|672487|30||
7830|672489|30||
7831|388867|1||
7832|389078|1||
7833|389083|1||
7834|389939|1||
7835|389941|23||
7836|389943|23||
7837|390078|1||
7838|185208|2||
7839|435269|2||
7840|436480|32||
7841|436565|19||
7842|440740|28||
7843|436479|22||
7844|436494|30||
7845|393410|22||
7846|394614|1||
7847|394615|1||
7848|394616|1||
7849|394618|1||
7850|394800|1||
7851|394805|1||
7852|394806|1||
7853|394807|1||
7854|509464|25||
7855|509675|30||
7856|510593|30||
7857|393409|1||
7858|394617|1||
7859|394619|1||
7860|394621|1||
7861|394622|1||
7862|394623|1||
7863|394630|1||
7864|394631|1||
7865|394632|1||
7866|394633|1||
7867|394635|1||
7868|509671|30||
7869|394626|1||
7870|394627|1||
7871|394629|1||
7872|394636|1||
7873|394803|1||
7874|394804|1||
7875|443569|20||
7876|443571|20||
7877|433394|20||
7878|435268|16||
7879|435290|2||
7880|436462|32||
7881|436476|32||
7882|436580|32||
7883|391295|1||
7884|391297|1||
7885|391300|1||
7886|391301|1||
7887|391302|1||
7888|391904|1||
7889|391934|1||
7890|391935|1||
7891|391938|1||
7892|391944|1||
7893|391953|1||
7894|391959|1||
7895|391965|1||
7896|501704|20||
7897|508354|22||
7898|508604|10||
7899|509672|30||
7900|510560|30||
7901|518216|12||
7902|443570|20||
7903|394802|1||
7904|517849|12||
7905|517855|29||
7906|517913|22||
7907|395916|3||
7908|395901|32||
7909|395904|1||
7910|395914|3||
7911|449302|1||
7912|449306|24||
7913|449539|10||
7914|449543|2||
7915|395905|32||
7916|395906|32||
7917|447967|21||
7918|447969|21||
7919|565940|3||
7920|567199|4||
7921|567313|2||
7922|567322|36||
7923|185974|1||
7924|186001|20||
7925|186015|1||
7926|393404|1||
7927|393406|1||
7928|185984|1||
7929|185987|1||
7930|185997|30||
7931|186010|20||
7932|564701|2||
7933|396852|1||
7934|440657|28||
7935|443553|20||
7936|443567|20||
7937|443568|20||
7938|394613|1||
7939|394620|1||
7940|394624|1||
7941|394625|1||
7942|394628|1||
7943|394634|1||
7944|394801|1||
7945|394808|1||
7946|567725|2||
7947|567732|2||
7948|567747|2||
7949|396853|1||
7950|398244|20||
7951|398245|1||
7952|519359|4||
7953|519378|2||
7954|519945|10||
7955|520000|4||
7956|520077|4||
7957|520590|34||
7958|567303|2||
7959|567500|2||
7960|567728|2||
7961|567731|2||
7962|567735|2||
7963|567736|2||
7964|519361|25||
7965|519364|19||
7966|519369|4||
7967|519373|19||
7968|519376|25||
7969|519944|27||
7970|398241|30||
7971|398242|30||
7972|398243|30||
7973|398248|30||
7974|398259|30||
7975|398261|22||
7976|398359|30||
7977|398363|3||
7978|398692|30||
7979|398694|28||
7980|398697|19||
7981|398699|25||
7982|398700|29||
7983|398710|16||
7984|398713|16||
7985|398941|1||
7986|398943|1||
7987|398949|1||
7988|519362|4||
7989|519372|4||
7990|519982|27||
7991|519997|2||
7992|520004|2||
7993|520870|1||
7994|520871|1||
7995|449521|12||
7996|449537|2||
7997|449546|2||
7998|395907|1||
7999|395909|1||
8000|395923|23||
8001|512414|1||
8002|512415|1||
8003|450787|19||
8004|520872|1||
8005|520875|1||
8006|520877|1||
8007|520878|1||
8008|521929|1||
8009|521933|1||
8010|521936|1||
8011|519959|10||
8012|519975|10||
8013|520593|32||
8014|520873|1||
8015|521934|1||
8016|521938|1||
8017|398239|22||
8018|398247|1||
8019|398249|30||
8020|521932|1||
8021|522695|2||
8022|523605|22||
8023|398360|30||
8024|398365|1||
8025|398368|30||
8026|398693|19||
8027|398708|30||
8028|398709|30||
8029|398939|1||
8030|398944|1||
8031|398946|1||
8032|400185|20||
8033|517457|29||
8034|517523|29||
8035|517844|4||
8036|400515|23||
8037|400590|2||
8038|450901|19||
8039|451232|10||
8040|451346|22||
8041|451680|20||
8042|452711|20||
8043|452713|32||
8044|519360|19||
8045|519365|19||
8046|519374|25||
8047|397317|19||
8048|452720|4||
8049|453364|31||
8050|454051|1||
8051|454052|1||
8052|454053|1||
8053|454056|1||
8054|454057|1||
8055|454058|1||
8056|454061|1||
8057|454066|1||
8058|398246|20||
8059|398254|19||
8060|398256|4||
8061|398258|22||
8062|398260|18||
8063|398262|19||
8064|398358|1||
8065|398364|30||
8066|398689|30||
8067|398705|16||
8068|398711|30||
8069|398714|30||
8070|398948|1||
8071|452714|32||
8072|452715|32||
8073|452731|18||
8074|452732|1||
8075|453369|2||
8076|454055|1||
8077|454070|30||
8078|454072|30||
8079|449542|2||
8080|450889|21||
8081|564700|2||
8082|567278|12||
8083|567302|4||
8084|567306|2||
8085|567312|2||
8086|567325|2||
8087|567726|2||
8088|567727|2||
8089|567730|2||
8090|567733|2||
8091|567737|2||
8092|456327|30||
8093|457318|1||
8094|457321|2||
8095|457324|2||
8096|457326|2||
8097|457327|4||
8098|452718|32||
8099|452730|32||
8100|452733|32||
8101|454060|1||
8102|454062|1||
8103|454065|1||
8104|454073|1||
8105|402905|20||
8106|402911|22||
8107|402914|1||
8108|402921|19||
8109|402925|19||
8110|403709|20||
8111|403722|20||
8112|403746|15||
8113|404652|36||
8114|523604|25||
8115|398362|30||
8116|398690|29||
8117|398696|19||
8118|398940|1||
8119|398942|1||
8120|398945|1||
8121|398947|1||
8122|519977|12||
8123|519998|2||
8124|520591|32||
8125|520592|25||
8126|520874|1||
8127|520876|1||
8128|520879|1||
8129|381682|1||
8130|381683|1||
8131|381685|1||
8132|381689|1||
8133|381862|2||
8134|381868|10||
8135|381870|30||
8136|381878|28||
8137|381891|31||
8138|381684|1||
8139|381688|1||
8140|381858|30||
8141|381865|30||
8142|382545|32||
8143|382625|2||
8144|373515|30||
8145|373519|30||
8146|373527|1||
8147|373549|19||
8148|373550|19||
8149|373561|19||
8150|331864|26||
8151|331873|2||
8152|333583|32||
8153|333589|19||
8154|333596|26||
8155|333597|26||
8156|333601|30||
8157|333602|26||
8158|382548|19||
8159|383548|2||
8160|414189|2||
8161|198982|1||
8162|198988|1||
8163|198991|1||
8164|198995|1||
8165|198997|1||
8166|199096|1||
8167|199102|32||
8168|199104|1||
8169|199109|1||
8170|199763|1||
8171|199784|1||
8172|199785|1||
8173|199786|1||
8174|199797|25||
8175|199888|32||
8176|200279|25||
8177|200289|25||
8178|137512|1||
8179|137525|1||
8180|137529|1||
8181|198971|1||
8182|198975|1||
8183|198979|1||
8184|198984|1||
8185|198987|1||
8186|198990|1||
8187|198994|1||
8188|198998|1||
8189|199000|1||
8190|199095|1||
8191|199099|1||
8192|199101|1||
8193|199106|1||
8194|199111|1||
8195|199783|12||
8196|199806|1||
8197|137504|1||
8198|137522|1||
8199|137531|1||
8200|137532|1||
8201|137535|1||
8202|199811|25||
8203|192088|20||
8204|192090|20||
8205|170122|2||
8206|170124|2||
8207|170129|19||
8208|170131|2||
8209|201337|1||
8210|201825|1||
8211|202179|1||
8212|202180|1||
8213|202187|1||
8214|202188|1||
8215|139810|22||
8216|139845|28||
8217|200918|32||
8218|171149|4||
8219|195502|30||
8220|195641|10||
8221|139846|28||
8222|140395|20||
8223|140399|20||
8224|200991|25||
8225|201336|7||
8226|201565|1||
8227|201981|7||
8228|202181|1||
8229|202182|1||
8230|202184|1||
8231|202186|1||
8232|197070|1||
8233|197489|1||
8234|197492|1||
8235|197494|1||
8236|197495|1||
8237|197499|1||
8238|197501|1||
8239|197502|1||
8240|197956|1||
8241|197963|1||
8242|198970|1||
8243|198974|1||
8244|198976|1||
8245|198977|1||
8246|198978|1||
8247|198985|1||
8248|198992|1||
8249|198999|1||
8250|199100|1||
8251|199105|1||
8252|199108|1||
8253|199110|1||
8254|201334|1||
8255|201340|7||
8256|201707|1||
8257|201827|1||
8258|202177|1||
8259|204220|1||
8260|202716|32||
8261|202718|32||
8262|204638|1||
8263|204640|19||
8264|204643|1||
8265|204644|1||
8266|204646|10||
8267|204652|1||
8268|204688|1||
8269|162469|30||
8270|140894|1||
8271|140898|1||
8272|140900|1||
8273|140906|1||
8274|140907|1||
8275|140910|1||
8276|140918|1||
8277|140921|1||
8278|140925|1||
8279|140931|1||
8280|140936|1||
8281|140946|1||
8282|140951|1||
8283|140954|1||
8284|140960|1||
8285|140962|1||
8286|140963|1||
8287|140965|1||
8288|140969|1||
8289|140972|1||
8290|140973|1||
8291|140981|1||
8292|140983|1||
8293|140989|1||
8294|141187|1||
8295|141189|20||
8296|141195|1||
8297|141197|1||
8298|141429|25||
8299|141436|10||
8300|163210|12||
8301|140396|20||
8302|140400|20||
8303|140645|4||
8304|140905|1||
8305|140909|1||
8306|140912|1||
8307|140913|1||
8308|199756|1||
8309|199769|1||
8310|199790|25||
8311|200283|25||
8312|200300|25||
8313|200990|25||
8314|201338|7||
8315|201352|7||
8316|201375|7||
8317|201568|1||
8318|201688|1||
8319|201996|1||
8320|140895|1||
8321|140897|1||
8322|140902|1||
8323|140911|1||
8324|140920|1||
8325|140923|1||
8326|140924|1||
8327|140927|1||
8328|140928|1||
8329|140930|1||
8330|140933|1||
8331|140947|1||
8332|140949|1||
8333|140952|1||
8334|140958|1||
8335|140959|1||
8336|140964|1||
8337|140970|1||
8338|140971|1||
8339|140976|1||
8340|140987|1||
8341|140992|1||
8342|140993|1||
8343|141186|1||
8344|141190|1||
8345|141191|1||
8346|141194|1||
8347|141198|1||
8348|162463|12||
8349|162471|32||
8350|163526|12||
8351|163740|31||
8352|164945|1||
8353|164951|30||
8354|165344|25||
8355|165345|12||
8356|165673|22||
8357|165675|22||
8358|165679|10||
8359|165782|25||
8360|165790|25||
8361|165792|25||
8362|166720|27||
8363|140915|1||
8364|140917|1||
8365|140919|1||
8366|140922|1||
8367|140929|1||
8368|140935|1||
8369|140937|1||
8370|140938|1||
8371|140940|1||
8372|140941|1||
8373|140943|1||
8374|140944|1||
8375|140945|1||
8376|140961|1||
8377|140967|1||
8378|140968|1||
8379|140975|1||
8380|140979|1||
8381|140984|1||
8382|140985|1||
8383|140991|1||
8384|141192|1||
8385|163747|10||
8386|163752|12||
8387|164401|28||
8388|163758|37||
8389|163896|12||
8390|164933|2||
8391|165775|25||
8392|166159|18||
8393|166201|19||
8394|170128|2||
8395|171145|4||
8396|171152|21||
8397|171418|4||
8398|171438|12||
8399|171449|2||
8400|171525|22||
8401|171526|10||
8402|204649|1||
8403|204684|1||
8404|204686|1||
8405|140393|28||
8406|140401|20||
8407|140896|1||
8408|140899|1||
8409|140901|1||
8410|140903|1||
8411|140904|1||
8412|140908|1||
8413|140914|1||
8414|140916|1||
8415|140926|1||
8416|140932|1||
8417|140934|1||
8418|140939|1||
8419|140942|1||
8420|140948|1||
8421|140950|1||
8422|140953|1||
8423|140955|1||
8424|140956|1||
8425|140957|1||
8426|140966|1||
8427|140974|1||
8428|140977|1||
8429|140978|1||
8430|140980|1||
8431|140982|1||
8432|202178|1||
8433|202183|1||
8434|202185|1||
8435|202721|32||
8436|164952|12||
8437|164956|37||
8438|165320|4||
8439|165342|25||
8440|165346|10||
8441|165662|10||
8442|165665|15||
8443|165681|10||
8444|165761|10||
8445|165788|10||
8446|165794|12||
8447|166024|20||
8448|166322|18||
8449|166333|20||
8450|166721|27||
8451|168214|32||
8452|168289|3||
8453|224751|1||
8454|224753|1||
8455|225062|1||
8456|225070|1||
8457|225255|4||
8458|225458|1||
8459|225460|1||
8460|204219|1||
8461|204639|28||
8462|204656|10||
8463|204658|1||
8464|204659|1||
8465|204683|1||
8466|204685|1||
8467|204687|1||
8468|206601|20||
8469|140986|1||
8470|140988|1||
8471|140990|1||
8472|140994|1||
8473|141193|1||
8474|141196|1||
8475|141430|25||
8476|141443|25||
8477|171412|21||
8478|171447|4||
8479|171529|15||
8480|171530|10||
8481|171532|10||
8482|171533|15||
8483|171535|15||
8484|171538|10||
8485|206617|30||
8486|207749|1||
8487|208991|1||
8488|209244|1||
8489|209506|25||
8490|209511|25||
8491|207738|18||
8492|207739|1||
8493|207741|1||
8494|207750|1||
8495|208067|1||
8496|208958|10||
8497|209240|10||
8498|209241|3||
8499|209249|1||
8500|209258|1||
8501|420169|36||
8502|420676|2||
8503|362004|1||
8504|369481|2||
8505|181514|30||
8506|183521|1||
8507|183599|1||
8508|375168|19||
8509|384196|1||
8510|384301|1||
8511|384308|20||
8512|384411|19||
8513|384430|2||
8514|336716|10||
8515|336726|10||
8516|336791|4||
8517|336792|30||
8518|336797|19||
8519|336960|1||
8520|336967|1||
8521|336981|1||
8522|337014|19||
8523|337022|1||
8524|337024|1||
8525|336488|2||
8526|336498|30||
8527|336501|10||
8528|336502|30||
8529|336718|10||
8530|336795|19||
8531|336955|1||
8532|336956|1||
8533|336968|1||
8534|336971|1||
8535|336980|1||
8536|336984|1||
8537|337001|1||
8538|337004|1||
8539|337018|1||
8540|337021|1||
8541|384198|1||
8542|384199|1||
8543|384200|1||
8544|384307|20||
8545|384313|20||
8546|489344|3||
8547|489584|4||
8548|489593|19||
8549|489607|19||
8550|489624|28||
8551|489761|28||
8552|494162|19||
8553|373489|32||
8554|373491|23||
8555|373494|30||
8556|373495|30||
8557|373503|1||
8558|373504|1||
8559|373509|30||
8560|384299|36||
8561|384309|1||
8562|384310|1||
8563|336487|22||
8564|336493|30||
8565|336504|30||
8566|336720|22||
8567|336730|32||
8568|336731|10||
8569|336787|19||
8570|336957|1||
8571|336958|1||
8572|336966|1||
8573|336983|1||
8574|337005|1||
8575|337007|1||
8576|337008|1||
8577|337010|19||
8578|337023|1||
8579|379306|30||
8580|379312|20||
8581|379327|30||
8582|379331|32||
8583|379364|2||
8584|380381|22||
8585|380384|25||
8586|489370|25||
8587|489595|19||
8588|489599|19||
8589|385204|1||
8590|385205|22||
8591|385206|22||
8592|385209|29||
8593|385210|1||
8594|385223|1||
8595|385230|1||
8596|385231|1||
8597|385234|1||
8598|385239|1||
8599|380894|2||
8600|380895|19||
8601|380906|19||
8602|380908|19||
8603|381148|2||
8604|381680|1||
8605|381681|1||
8606|381869|4||
8607|381872|4||
8608|381873|4||
8609|381875|30||
8610|381886|30||
8611|382539|20||
8612|382546|32||
8613|382547|4||
8614|489369|25||
8615|489582|22||
8616|489588|29||
8617|489755|28||
8618|489828|28||
8619|494163|19||
8620|494165|25||
8621|494171|19||
8622|495065|30||
8623|494722|23||
8624|495058|36||
8625|495174|20||
8626|385201|22||
8627|385202|22||
8628|385225|1||
8629|385227|1||
8630|385232|1||
8631|385235|1||
8632|423636|28||
8633|423657|28||
8634|372029|30||
8635|372033|28||
8636|372034|29||
8637|372135|18||
8638|372302|22||
8639|372318|29||
8640|373479|10||
8641|373490|12||
8642|373499|30||
8643|373501|10||
8644|373511|30||
8645|373518|1||
8646|333598|26||
8647|333830|21||
8648|334477|24||
8649|334504|1||
8650|336503|15||
8651|336723|10||
8652|336789|19||
8653|336798|19||
8654|383202|10||
8655|428859|19||
8656|428955|19||
8657|494170|25||
8658|494720|28||
8659|385203|22||
8660|385222|1||
8661|385228|1||
8662|385233|1||
8663|385238|23||
8664|420670|10||
8665|422273|28||
8666|495546|19||
8667|495551|20||
8668|385606|1||
8669|385918|29||
8670|387012|18||
8671|384315|2||
8672|384412|2||
8673|336959|1||
8674|336963|1||
8675|336964|1||
